,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality
2069,14.3,1.12,1.4,58.4,0.174,149.6,405.4,1.00515,3.14,0.98,11.6,0
2070,12.3,0.59,0.75,50.7,0.365,136.4,210.5,1.01106,3.35,1.37,12.0,0
2071,14.7,0.7,1.23,39.9,0.384,217.8,313.5,1.00797,2.99,1.06,10.7,0
2072,8.7,1.16,1.06,47.2,0.251,217.7,255.7,1.01909,3.02,1.48,11.0,0
2073,11.9,1.3,0.89,46.8,0.353,109.9,367.1,1.02119,2.83,0.8,11.8,0
2074,10.8,0.75,0.8,31.9,0.163,218.9,288.3,1.01145,3.32,1.22,12.1,0
2075,8.8,0.83,1.18,59.5,0.233,107.0,393.0,1.00944,3.04,1.13,13.3,0
2076,11.9,1.06,0.95,39.9,0.204,182.4,275.0,1.00713,3.35,1.26,12.2,0
2077,8.7,0.89,1.28,28.9,0.119,189.1,199.8,1.00455,3.22,1.51,13.1,0
2078,8.7,1.36,0.82,38.4,0.191,223.2,362.1,1.02375,2.82,1.3,12.7,0
2079,13.1,0.61,0.76,48.8,0.252,137.6,350.8,1.02194,3.17,1.55,12.1,0
2080,10.5,1.12,0.93,52.5,0.28,245.2,406.5,1.02745,3.01,1.73,11.2,0
2081,10.2,0.77,1.09,38.3,0.124,140.7,276.6,1.02003,3.0,1.16,10.7,0
2082,10.5,0.97,0.54,57.0,0.176,91.0,200.3,1.01164,3.13,1.26,11.7,0
2083,10.6,0.55,1.21,40.8,0.142,179.1,274.3,1.01232,3.34,0.72,11.2,0
2084,13.3,0.85,0.99,49.5,0.109,155.6,193.4,1.02495,2.91,1.0,12.0,0
2085,8.9,1.14,1.06,49.2,0.287,142.0,202.9,1.0095,3.01,1.8,12.8,0
2086,8.1,1.01,0.55,60.1,0.411,236.6,355.1,1.01363,3.06,1.34,12.2,0
2087,14.1,0.53,1.25,34.9,0.126,129.9,176.9,1.01638,3.18,1.05,10.2,0
2088,9.4,0.9,0.96,28.0,0.322,214.3,243.7,1.02297,3.09,1.58,11.2,0
2089,7.6,1.21,0.45,15.6,0.148,164.7,317.3,1.01722,3.19,1.14,14.2,0
2090,11.9,0.71,0.64,48.3,0.294,246.2,256.6,1.01109,3.08,1.24,11.7,0
2091,11.5,0.96,0.92,43.5,0.115,234.7,324.0,1.01586,3.2,0.81,10.7,0
2092,10.2,0.83,0.96,42.2,0.355,227.2,273.5,1.02646,2.89,1.62,11.5,0
2093,13.8,0.56,1.12,27.9,0.219,130.8,199.3,1.00946,3.34,1.46,10.2,0
2094,12.3,1.09,0.96,39.4,0.232,229.0,221.0,1.02235,3.11,1.55,11.3,0
2095,12.0,0.83,0.37,47.3,0.251,127.1,98.1,1.0096,3.02,1.18,9.9,0
2096,13.0,1.21,0.4,32.8,0.173,237.8,324.5,1.01042,3.13,0.56,11.4,0
2097,11.1,1.27,1.02,56.0,0.24,178.6,236.9,1.01118,3.15,1.45,12.3,0
2098,14.4,1.03,0.85,28.6,0.23,219.8,217.4,1.0203,3.01,1.05,11.3,0
2099,8.4,0.6,0.53,40.4,0.301,181.8,244.4,1.01305,3.44,0.91,11.4,0
2100,12.0,1.07,1.08,55.0,0.232,215.8,312.0,1.01672,3.24,1.31,13.1,0
2101,11.9,1.39,0.91,46.0,0.155,125.3,276.0,1.02086,2.93,1.26,13.4,0
2102,12.7,1.27,1.46,49.1,0.107,232.4,362.1,1.01271,3.16,1.22,11.7,0
2103,9.5,1.23,0.86,43.0,0.306,135.0,345.0,1.01798,2.97,1.47,12.4,0
2104,8.7,1.36,0.82,38.4,0.191,223.2,362.1,1.02375,2.82,1.3,12.7,0
2105,12.4,1.33,1.02,33.9,0.134,171.5,382.6,0.99982,3.07,1.4,13.1,0
2106,11.9,1.31,1.28,39.4,0.302,179.6,138.3,1.02195,2.99,1.76,12.8,0
2107,12.7,1.0,0.89,46.6,0.3,230.9,326.1,1.01874,3.13,1.07,11.7,0
2108,12.3,0.83,1.03,29.9,0.333,97.1,208.3,1.01677,3.28,1.25,10.8,0
2109,11.6,1.15,0.84,34.7,0.259,146.9,374.0,1.01515,3.08,1.25,12.3,0
2110,13.2,1.32,0.98,57.5,0.324,224.6,365.1,1.00952,2.97,1.09,10.9,0
2111,9.5,0.93,1.05,40.2,0.072,127.7,294.5,1.02004,3.0,1.09,12.4,0
2112,13.0,0.91,1.14,50.4,0.301,193.8,269.6,1.02798,3.02,0.93,12.4,0
2113,11.2,1.08,1.17,52.6,0.271,174.5,370.4,1.02629,2.96,1.24,11.3,0
2114,8.2,1.38,1.26,49.0,0.252,168.1,351.2,1.00922,3.22,1.21,13.8,0
2115,8.3,0.71,1.42,47.2,0.437,115.5,214.8,1.01466,3.05,1.26,12.0,0
2116,11.2,0.63,1.19,44.6,0.133,199.0,293.6,1.01421,3.3,0.97,10.9,0
2117,12.2,0.94,0.44,57.5,0.397,177.4,301.9,1.01111,3.44,1.19,11.7,0
2118,10.1,1.11,0.92,54.4,0.265,200.6,293.2,1.02075,3.62,1.12,11.5,0
2119,12.0,1.25,1.4,55.5,0.27,157.0,207.5,1.02458,3.12,1.51,9.9,0
2120,8.4,1.16,0.91,44.3,0.31,114.3,274.9,1.01511,3.02,1.37,13.0,0
2121,10.5,0.87,1.49,55.6,0.311,143.7,220.0,1.01316,3.43,1.05,9.9,0
2122,8.1,1.0,1.14,50.6,0.228,214.5,118.9,1.00257,3.48,1.65,10.9,0
2123,12.8,0.59,0.86,39.7,0.081,175.9,131.5,1.02036,3.01,1.1,9.5,0
2124,14.8,0.81,1.24,28.6,0.368,213.8,383.1,1.02913,3.32,0.88,11.2,0
2125,7.8,1.09,1.11,51.3,0.271,81.2,289.7,1.01404,3.31,0.99,12.8,0
2126,13.1,1.18,1.05,32.5,0.247,264.0,334.8,1.01577,3.05,1.37,12.2,0
2127,11.1,0.69,1.29,39.6,0.355,160.7,91.5,1.00512,3.56,1.18,9.8,0
2128,8.1,0.35,1.04,37.4,0.237,127.1,216.1,1.01388,3.22,1.5,11.8,0
2129,12.0,1.02,1.11,47.3,0.15,247.8,330.1,1.01375,3.32,1.07,11.4,0
2130,11.6,0.96,0.61,31.4,0.132,103.4,152.4,1.01948,3.14,1.03,13.7,0
2131,9.3,0.67,1.21,34.1,0.231,34.7,206.1,1.03242,3.27,1.13,11.1,0
2132,9.4,1.1,1.26,35.0,0.253,217.2,252.3,1.02286,3.19,1.58,11.5,0
2133,9.5,1.07,1.26,43.3,0.416,147.1,396.2,1.01947,3.19,1.12,11.6,0
2134,11.8,1.04,0.81,54.4,0.258,195.3,370.3,1.0104,3.2,1.43,13.5,0
2135,13.2,1.32,0.98,57.5,0.324,224.6,365.1,1.00952,2.97,1.09,10.9,0
2136,12.5,0.99,0.91,38.0,0.194,195.2,339.5,0.99576,3.19,1.32,11.6,0
2137,9.8,0.8,1.32,44.6,0.171,212.0,151.5,1.01532,3.35,0.82,12.4,0
2138,9.7,1.19,1.18,53.9,0.351,184.1,267.1,1.01854,2.91,1.25,11.9,0
2139,9.0,0.99,1.37,34.2,0.086,127.5,406.6,0.99756,3.07,1.43,13.9,0
2140,7.7,1.24,0.46,44.5,0.279,249.2,380.7,1.00957,3.33,1.42,12.8,0
2141,11.2,1.03,0.88,38.4,0.275,196.0,243.2,1.02402,3.1,1.28,11.6,0
2142,13.1,1.19,0.83,50.4,0.37,199.5,308.5,1.01548,3.08,0.89,11.6,0
2143,9.2,1.24,0.95,51.1,0.227,205.7,305.6,1.02108,3.35,1.12,11.6,0
2144,12.9,0.73,1.04,45.7,0.317,147.6,205.6,1.01591,3.2,0.98,10.5,0
2145,13.6,0.98,0.98,52.7,0.439,203.0,231.9,1.01789,3.03,0.97,9.9,0
2146,9.5,0.63,1.25,57.1,0.309,180.3,286.8,1.0316,3.26,0.6,12.9,0
2147,9.6,0.96,1.19,38.9,0.272,125.9,236.9,1.02004,3.24,1.33,12.2,0
2148,10.7,0.94,0.57,58.7,0.318,240.5,162.0,1.00188,3.0,1.46,10.3,0
2149,13.2,1.11,0.64,29.4,0.318,200.1,189.2,1.00679,3.17,0.84,10.3,0
2150,10.7,1.2,0.93,32.5,0.339,239.9,358.0,1.02582,3.02,1.45,13.3,0
2151,8.6,0.6,1.23,35.5,0.218,134.4,246.1,1.0137,3.28,0.87,12.2,0
2152,9.5,1.02,1.31,41.7,0.386,233.7,327.1,1.02186,3.42,1.07,13.0,0
2153,8.9,1.21,1.4,40.7,0.238,156.3,368.9,1.02713,3.25,1.33,11.4,0
2154,10.6,1.24,0.81,44.2,0.32,185.1,343.5,1.01246,3.22,1.17,11.6,0
2155,10.8,1.07,0.55,29.8,0.117,220.9,329.0,1.00911,2.99,1.81,12.3,0
2156,11.8,0.85,0.91,48.5,0.278,170.3,284.3,1.01376,3.17,1.29,12.5,0
2157,11.6,0.5,0.8,38.9,0.185,144.3,271.7,1.01163,3.49,1.22,12.5,0
2158,12.7,0.69,1.21,44.1,0.199,156.5,347.7,1.02857,3.32,1.14,11.2,0
2159,11.6,0.96,0.75,37.9,0.153,217.2,240.6,1.0072,3.06,0.93,12.4,0
2160,11.7,0.92,1.06,35.7,0.259,122.6,349.9,1.01228,3.21,1.47,12.4,0
2161,11.3,1.08,1.21,41.4,0.376,123.7,169.5,1.02001,3.09,1.39,11.2,0
2162,13.8,0.82,1.05,34.4,0.263,188.7,265.7,1.01396,2.97,1.16,11.0,0
2163,10.7,0.93,0.65,53.6,0.367,173.2,398.2,1.02354,3.06,0.91,12.9,0
2164,10.5,1.41,0.97,54.5,0.376,213.0,187.6,1.00856,2.98,1.04,13.2,0
2165,9.9,1.21,1.21,45.6,0.3,197.4,353.1,1.00294,3.25,1.03,13.2,0
2166,9.5,0.42,1.12,45.6,0.157,186.5,252.6,1.02319,3.22,1.6,12.4,0
2167,8.3,0.81,0.8,40.0,0.195,155.6,303.9,1.00941,3.36,1.05,11.3,0
2168,12.9,0.96,1.41,30.1,0.167,149.2,317.4,1.02774,3.22,1.37,9.8,0
2169,10.1,1.27,0.78,43.3,0.145,219.0,380.5,1.02664,2.97,0.96,10.6,0
2170,14.7,1.31,1.14,47.4,0.184,222.5,217.2,1.01711,2.99,1.31,10.2,0
2171,10.2,0.8,0.47,55.9,0.29,137.1,293.9,1.0186,3.0,1.06,10.6,0
2172,9.1,1.14,0.92,45.6,0.11,165.9,237.2,1.02377,2.88,1.72,11.0,0
2173,9.0,0.8,0.8,43.3,0.195,71.9,158.2,1.02158,3.0,1.47,11.0,0
2174,12.2,0.99,1.18,35.4,0.372,188.5,302.9,1.02046,3.19,0.88,11.3,0
2175,10.5,0.87,0.74,36.1,0.386,126.5,300.2,1.02147,3.23,1.23,11.1,0
2176,11.8,1.29,0.89,46.7,0.359,234.6,277.6,1.02207,3.36,1.14,13.1,0
2177,9.3,0.86,1.32,44.9,0.153,203.0,364.0,1.01854,3.14,1.45,12.7,0
2178,11.3,0.91,0.62,50.1,0.318,165.2,310.7,1.01049,3.39,1.38,11.1,0
2179,11.2,1.07,1.16,47.1,0.267,137.2,362.9,1.01253,3.41,1.52,10.9,0
2180,10.1,1.1,0.79,47.9,0.184,179.5,185.0,1.00504,3.18,1.57,11.4,0
2181,12.9,1.18,0.74,55.3,0.34,215.9,254.8,1.01836,3.2,0.92,9.9,0
2182,10.7,1.33,1.02,54.2,0.501,115.0,363.6,1.00531,3.08,1.13,12.2,0
2183,9.1,1.08,1.16,33.5,0.272,94.1,232.5,1.00638,3.19,1.16,12.5,0
2184,8.6,0.67,0.74,40.5,0.187,105.3,270.5,1.02976,3.17,1.28,12.3,0
2185,6.8,0.67,1.12,33.6,0.111,134.4,123.2,1.02063,3.14,1.07,11.9,0
2186,12.1,1.09,0.88,38.0,0.259,217.1,246.7,1.02142,2.89,1.59,11.3,0
2187,8.9,1.18,1.16,48.7,0.263,111.6,305.5,1.01917,3.18,0.96,12.3,0
2188,13.6,1.01,0.87,39.7,0.382,231.3,275.1,1.02604,3.24,1.07,11.6,0
2189,9.4,1.08,1.48,13.8,0.213,106.8,338.8,1.01859,2.91,1.65,13.7,0
2190,10.5,1.11,1.02,44.8,0.191,211.8,326.5,1.00931,3.0,1.07,12.7,0
2191,14.3,0.9,0.96,43.9,0.415,239.3,216.7,1.0191,2.96,1.58,10.5,0
2192,9.3,1.1,0.84,24.7,0.273,213.9,211.9,1.02295,3.06,1.11,13.1,0
2193,11.4,0.88,0.8,38.4,0.1,212.3,258.0,1.01156,3.02,1.08,11.0,0
2194,7.9,0.95,0.8,49.7,0.165,65.3,274.1,1.0175,3.07,1.34,12.7,0
2195,10.0,0.8,0.74,44.4,0.31,196.3,307.5,1.01868,3.15,1.08,11.9,0
2196,13.9,1.28,0.7,29.8,0.15,259.4,330.4,1.02349,3.26,1.23,10.6,0
2197,10.4,1.12,0.85,51.7,0.276,191.3,289.4,1.01489,3.13,0.98,11.8,0
2198,10.6,1.42,1.1,47.4,0.271,234.6,393.0,1.02326,3.51,0.79,11.3,0
2199,9.3,0.82,1.07,55.9,0.505,196.8,363.1,1.0268,3.05,1.35,11.1,0
2200,12.4,0.99,0.86,30.2,0.186,191.5,311.2,1.0103,2.95,0.9,12.6,0
2201,9.7,1.26,0.92,54.6,0.255,198.0,311.0,1.00337,2.89,1.61,11.1,0
2202,12.2,0.46,1.31,43.2,0.246,131.4,349.5,1.00932,3.38,1.07,11.8,0
2203,8.3,1.09,1.31,47.2,0.132,74.6,254.1,1.01298,3.52,0.86,12.5,0
2204,11.7,1.33,0.9,40.2,0.374,237.9,224.6,1.02335,2.94,1.23,11.9,0
2205,12.0,0.58,0.93,53.9,0.183,250.3,301.4,1.01133,3.04,1.27,11.0,0
2206,9.7,1.2,0.9,40.6,0.192,148.2,307.3,1.01506,2.98,1.49,13.0,0
2207,12.4,1.01,1.03,46.5,0.191,193.7,344.8,1.0059,3.23,1.11,12.2,0
2208,8.9,0.81,1.17,41.9,0.341,196.7,337.7,1.01714,3.19,1.36,11.8,0
2209,10.2,1.25,0.52,34.0,0.14,202.1,150.7,1.02705,2.91,1.7,12.5,0
2210,12.9,0.69,1.14,33.6,0.297,180.8,323.4,1.01392,3.24,1.23,11.5,0
2211,13.4,1.13,1.05,42.6,0.285,197.7,380.8,1.0068,3.12,1.38,11.9,0
2212,13.3,0.74,0.78,31.2,0.226,183.9,289.1,1.00888,3.17,1.15,10.9,0
2213,10.9,1.04,0.67,37.6,0.257,217.3,245.7,1.02525,2.99,1.08,12.6,0
2214,10.1,1.02,1.12,31.4,0.372,153.1,296.0,1.02855,3.24,0.76,10.1,0
2215,10.5,1.16,1.34,45.0,0.352,145.8,197.3,1.01987,3.21,0.98,10.7,0
2216,12.1,1.22,0.58,35.8,0.226,155.6,276.9,1.02622,2.93,1.11,12.4,0
2217,13.2,1.32,0.98,57.5,0.324,224.6,365.1,1.00952,2.97,1.09,10.9,0
2218,12.4,0.53,0.49,52.0,0.214,153.8,210.2,1.0248,3.39,1.2,11.0,0
2219,9.3,1.11,0.79,46.8,0.264,229.8,384.8,1.01906,3.21,1.55,12.2,0
2220,12.8,0.85,1.22,44.2,0.357,215.6,355.4,1.02662,3.07,0.92,11.8,0
2221,13.8,1.19,0.96,50.4,0.164,229.1,371.3,1.00256,3.12,1.29,12.6,0
2222,7.8,1.09,1.11,51.3,0.271,81.2,289.7,1.01404,3.31,0.99,12.8,0
2223,11.1,0.53,1.24,29.3,0.125,178.7,352.1,1.02984,3.02,1.51,13.3,0
2224,11.6,0.96,1.18,50.2,0.184,186.2,363.3,1.01906,2.84,1.66,10.7,0
2225,9.1,0.7,0.92,33.5,0.238,238.9,270.8,1.02301,3.13,1.5,11.3,0
2226,9.8,0.7,1.22,27.5,0.261,243.4,188.8,1.01498,3.37,1.21,10.7,0
2227,12.0,1.13,1.02,44.3,0.166,115.7,261.5,1.01817,3.17,1.31,9.7,0
2228,12.3,0.93,0.54,39.2,0.24,187.7,243.1,1.01634,3.19,0.75,12.8,0
2229,10.5,1.06,1.04,46.9,0.309,78.3,298.7,1.01452,3.01,1.44,12.5,0
2230,12.8,1.07,1.26,29.4,0.104,176.3,261.4,1.01563,3.43,1.33,10.0,0
2231,10.9,1.26,1.27,46.5,0.16,218.2,356.3,1.02261,3.21,0.89,11.9,0
2232,12.2,1.2,1.14,29.8,0.111,218.6,327.4,1.01969,3.21,1.19,11.8,0
2233,9.2,1.09,1.35,42.6,0.412,137.0,277.2,1.02433,3.09,1.23,11.3,0
2234,11.4,0.89,0.96,34.7,0.209,219.5,346.5,0.99905,3.07,1.68,12.9,0
2235,11.4,1.05,1.1,37.3,0.23,213.1,280.8,1.02031,2.98,1.31,11.7,0
2236,10.6,0.99,0.6,48.0,0.321,131.7,347.9,1.01273,3.35,1.01,12.7,0
2237,12.3,0.62,0.91,22.6,0.261,217.4,258.0,1.01547,3.17,1.24,13.0,0
2238,9.1,1.12,1.01,41.8,0.202,175.3,376.6,1.00823,3.02,0.77,13.4,0
2239,12.6,1.22,1.12,37.8,0.18,251.8,160.3,1.01616,3.24,1.03,11.3,0
2240,13.5,1.15,0.72,58.7,0.464,191.2,341.0,1.01603,3.26,1.25,11.7,0
2241,9.5,0.91,0.65,31.4,0.14,164.0,206.4,1.01013,3.03,1.61,10.8,0
2242,11.6,0.94,1.2,47.0,0.371,240.9,228.1,1.021,3.23,1.29,10.6,0
2243,13.6,1.46,1.21,60.2,0.337,224.0,386.6,1.00652,3.19,1.39,11.3,0
2244,10.8,1.01,1.23,48.6,0.082,223.1,250.1,1.00041,3.04,1.56,11.9,0
2245,8.9,1.18,1.16,48.7,0.263,111.6,305.5,1.01917,3.18,0.96,12.3,0
2246,11.9,0.37,1.09,53.3,0.383,164.7,184.6,1.01111,3.3,1.62,11.9,0
2247,10.8,0.53,0.93,20.2,0.194,180.3,273.4,1.0147,3.32,1.36,12.3,0
2248,12.9,0.8,1.28,47.1,0.31,172.2,378.9,1.02138,2.9,1.27,10.6,0
2249,10.9,1.16,1.32,59.5,0.388,162.9,335.4,1.02617,3.0,0.77,12.1,0
2250,11.2,1.29,1.09,43.3,0.252,221.4,314.4,1.00985,3.06,1.18,11.4,0
2251,10.3,1.04,1.42,58.1,0.288,180.6,361.3,1.02273,3.27,0.71,13.2,0
2252,11.3,1.08,1.21,41.4,0.376,123.7,169.5,1.02001,3.09,1.39,11.2,0
2253,12.9,0.68,1.08,53.9,0.344,171.8,206.6,1.02607,3.04,1.15,11.5,0
2254,10.5,1.17,0.53,28.8,0.264,173.3,240.6,1.01267,3.36,1.19,11.6,0
2255,12.6,0.89,0.82,44.4,0.295,115.8,318.6,1.01212,2.88,1.39,10.8,0
2256,10.2,1.11,1.4,39.9,0.224,190.4,226.0,1.01186,3.0,1.16,11.9,0
2257,11.5,1.23,0.64,48.9,0.193,210.4,266.7,1.01658,3.26,1.19,13.4,0
2258,11.8,1.22,1.11,40.7,0.244,171.3,143.6,1.0313,2.87,1.17,11.3,0
2259,8.2,1.3,1.4,43.6,0.475,182.1,329.9,1.01669,3.14,1.05,11.3,0
2260,6.9,1.26,1.12,44.1,0.196,139.8,168.9,1.02042,3.36,1.27,11.6,0
2261,9.5,1.17,0.71,33.7,0.124,222.9,247.8,1.02583,3.07,1.61,11.8,0
2262,11.8,0.98,0.95,50.7,0.502,97.0,322.9,1.0231,2.86,1.04,11.3,0
2263,10.3,1.04,1.19,54.7,0.386,232.7,361.9,1.02286,3.07,1.85,13.5,0
2264,12.7,1.15,1.11,52.8,0.16,186.6,199.0,1.00761,2.97,1.33,11.8,0
2265,12.9,1.06,1.01,42.9,0.376,213.8,308.4,1.01374,3.38,1.12,10.7,0
2266,11.7,1.14,0.95,52.9,0.29,192.4,329.1,1.01102,3.15,1.68,12.3,0
2267,10.3,1.05,1.05,56.4,0.303,88.0,298.6,1.02468,2.95,0.97,13.4,0
2268,11.1,0.92,0.81,36.4,0.277,59.0,202.3,1.01819,3.04,1.23,10.8,0
2269,7.7,1.0,1.25,42.9,0.223,83.2,226.8,1.01586,2.87,1.53,11.9,0
2270,11.0,0.92,0.63,34.4,0.114,185.7,245.0,1.01852,3.14,1.41,12.3,0
2271,10.6,1.11,1.03,42.3,0.29,172.2,355.8,1.02559,3.1,1.12,13.1,0
2272,9.5,0.73,1.13,32.7,0.301,91.4,197.8,1.02131,3.23,1.32,10.8,0
2273,14.0,1.26,1.08,41.0,0.348,213.9,337.0,1.01833,3.17,1.21,10.5,0
2274,7.4,1.16,1.34,31.6,0.281,198.0,268.4,1.01553,3.72,1.34,11.5,0
2275,9.4,0.8,1.19,14.6,0.159,193.1,247.5,1.02743,3.22,1.76,12.0,0
2276,9.2,1.14,1.43,48.3,0.356,105.0,366.0,1.01204,3.0,1.06,10.5,0
2277,12.1,1.05,0.93,32.9,0.176,256.4,146.6,1.01732,3.35,0.63,10.6,0
2278,7.4,1.21,0.86,46.2,0.208,183.5,278.8,1.0142,3.24,1.22,12.1,0
2279,14.5,0.67,1.24,33.9,0.213,104.4,273.9,1.02321,3.1,0.94,12.0,0
2280,11.6,1.24,1.34,55.2,0.416,160.7,361.0,1.01088,3.38,0.64,11.1,0
2281,12.6,0.92,0.52,55.2,0.28,195.1,262.6,1.00606,3.06,1.02,9.1,0
2282,9.8,1.19,0.86,38.8,0.229,174.6,384.0,1.01376,3.32,1.09,12.6,0
2283,13.2,1.37,0.95,52.0,0.458,180.5,321.7,1.00247,2.93,1.51,10.8,0
2284,12.4,1.27,1.05,33.3,0.314,176.1,327.7,1.01736,3.08,1.11,10.2,0
2285,8.8,1.21,1.24,43.7,0.273,200.5,335.8,1.01831,3.14,1.38,12.7,0
2286,9.4,1.24,0.5,51.1,0.279,160.1,349.6,1.01937,3.04,1.28,12.5,0
2287,7.6,1.25,1.27,40.1,0.185,114.7,243.7,1.01237,2.98,1.45,12.5,0
2288,11.0,0.84,1.23,25.2,0.076,193.9,312.8,1.01244,3.29,1.38,12.8,0
2289,8.3,1.39,1.22,51.0,0.337,183.2,303.4,1.00779,3.43,0.94,11.3,0
2290,12.1,0.88,0.93,41.6,0.314,198.7,312.2,1.00686,3.27,1.2,12.9,0
2291,10.8,0.82,1.36,43.4,0.275,69.4,248.5,1.02827,3.07,1.01,11.2,0
2292,9.3,1.31,0.31,48.4,0.15,235.8,336.9,1.01205,2.9,1.51,12.9,0
2293,11.9,0.92,1.23,34.2,0.267,143.7,307.5,1.01522,2.88,1.61,12.4,0
2294,13.3,0.85,0.99,49.5,0.109,155.6,193.4,1.02495,2.91,1.0,12.0,0
2295,7.4,0.73,1.2,29.8,0.19,161.8,357.5,1.01426,3.33,0.9,11.8,0
2296,11.9,0.82,1.07,43.9,0.209,196.6,338.6,1.01659,3.22,0.97,12.1,0
2297,12.1,1.04,1.07,47.8,0.113,189.6,387.9,1.00566,3.11,1.18,11.7,0
2298,13.9,1.21,1.23,52.9,0.218,175.4,232.9,1.0085,2.93,0.95,10.8,0
2299,13.0,1.28,0.94,18.5,0.159,179.9,315.8,1.00211,3.01,1.63,10.7,0
2300,13.6,0.92,1.48,50.2,0.203,214.0,248.9,1.01078,3.18,1.46,10.9,0
2301,11.5,0.86,0.97,17.4,0.204,128.2,264.1,1.01885,3.34,1.09,12.1,0
2302,13.3,1.31,0.96,50.3,0.313,148.4,304.3,1.01102,2.89,1.65,11.1,0
2303,12.7,1.27,1.46,49.1,0.107,232.4,362.1,1.01271,3.16,1.22,11.7,0
2304,12.5,1.46,1.2,39.6,0.11,224.3,317.6,1.01747,2.87,1.6,10.8,0
2305,11.0,0.76,0.88,38.0,0.446,159.9,140.5,1.02079,3.32,0.86,10.7,0
2306,10.2,1.06,1.02,39.5,0.409,89.3,233.3,1.01687,3.36,1.54,10.8,0
2307,9.7,1.01,1.22,40.3,0.357,162.4,342.1,1.01675,2.97,1.67,11.2,0
2308,6.1,1.24,1.52,53.1,0.402,171.1,318.2,1.0267,3.33,0.8,12.8,0
2309,9.7,1.06,1.32,37.0,0.412,218.6,283.0,1.03073,3.14,1.6,12.6,0
2310,11.9,1.17,0.58,42.6,0.4,150.8,284.3,1.0141,3.01,1.28,11.9,0
2311,10.0,0.85,0.97,39.9,0.185,202.3,341.8,1.01655,2.88,1.27,11.4,0
2312,11.1,1.01,0.79,43.9,0.159,235.6,348.4,1.00204,3.08,1.71,12.3,0
2313,12.0,1.03,1.09,42.5,0.13,220.5,409.5,1.02827,3.01,1.32,11.8,0
2314,8.8,0.83,1.1,45.7,0.223,127.1,227.8,1.01976,3.16,0.93,12.7,0
2315,12.9,1.01,0.8,35.4,0.154,192.9,220.9,1.01978,3.14,0.96,10.3,0
2316,7.4,1.17,0.87,43.6,0.309,176.5,238.4,1.01693,3.13,1.56,11.6,0
2317,11.5,0.63,0.68,40.4,0.358,102.2,177.2,1.02285,3.44,1.57,11.1,0
2318,10.5,0.97,0.54,57.0,0.176,91.0,200.3,1.01164,3.13,1.26,11.7,0
2319,9.6,1.26,1.45,37.0,0.133,219.3,185.4,1.02746,2.94,1.44,10.3,0
2320,12.5,0.9,1.14,48.0,0.41,170.4,316.1,1.02557,3.19,1.37,12.6,0
2321,10.2,1.04,1.26,27.5,0.309,218.3,107.2,0.99984,3.48,1.37,13.0,0
2322,8.5,0.88,1.32,48.2,0.251,159.3,322.3,1.01261,3.07,1.11,12.3,0
2323,12.5,0.81,1.06,56.9,0.274,82.0,229.1,1.02475,3.26,1.41,11.6,0
2324,13.3,0.98,0.47,59.3,0.37,219.6,339.0,1.02486,3.25,1.52,11.1,0
2325,13.3,0.92,0.99,25.1,0.207,152.8,157.2,1.00528,3.28,1.68,11.0,0
2326,13.6,0.92,0.69,48.2,0.351,48.3,306.2,1.01384,3.18,1.35,12.6,0
2327,13.2,0.6,1.02,34.2,0.186,225.1,242.8,1.02047,3.06,1.38,10.8,0
2328,9.7,1.24,0.69,34.3,0.243,160.4,385.7,1.01307,2.87,1.11,13.2,0
2329,12.1,0.95,1.17,45.0,0.119,121.6,279.5,1.03043,3.19,0.38,10.7,0
2330,11.6,1.01,1.33,44.6,0.208,63.0,330.2,1.0148,3.6,1.09,12.4,0
2331,8.5,0.93,0.8,42.4,0.127,211.8,219.0,1.02618,3.16,1.36,11.4,0
2332,7.7,1.09,0.97,39.4,0.229,201.5,142.8,1.01136,3.27,1.03,11.3,0
2333,10.5,0.62,0.62,46.2,0.265,174.4,316.7,1.00897,3.24,1.24,12.7,0
2334,7.4,0.73,1.2,29.8,0.19,161.8,357.5,1.01426,3.33,0.9,11.8,0
2335,11.9,1.17,0.53,49.6,0.234,229.3,398.0,1.02148,3.02,0.83,12.2,0
2336,13.4,0.73,0.76,35.7,0.341,235.0,316.0,1.02243,3.17,0.94,11.5,0
2337,12.3,0.86,1.49,41.9,0.238,147.7,252.0,1.00992,2.95,0.78,12.6,0
2338,10.5,0.77,1.33,49.5,0.41,196.7,389.1,1.02304,3.16,1.17,12.1,0
2339,6.3,0.72,1.03,33.8,0.092,129.1,311.6,1.01505,3.14,1.39,12.8,0
2340,14.2,1.04,0.82,25.1,0.12,222.6,216.6,1.01041,2.96,1.23,12.3,0
2341,11.0,1.31,1.16,41.5,0.376,100.0,260.3,1.02635,2.95,1.37,12.7,0
2342,12.7,1.15,1.11,52.8,0.16,186.6,199.0,1.00761,2.97,1.33,11.8,0
2343,11.2,0.89,1.1,35.2,0.337,230.6,214.0,1.01236,3.04,1.38,11.0,0
2344,11.8,1.41,1.08,36.8,0.39,164.7,390.7,1.01749,3.24,1.8,12.4,0
2345,9.4,0.78,1.31,51.8,0.199,123.6,286.3,1.01418,3.16,1.5,12.7,0
2346,11.6,0.55,1.14,22.6,0.244,66.3,252.6,1.03275,2.95,1.44,13.3,0
